order,context_indices,target_idx,context_size,target_feature,context_features,repeat,fold,delta
1,(),3,0,X4,(),4,0,0.044091127897583404
1,(),3,0,X4,(),4,1,0.03947014679528216
1,(),3,0,X4,(),4,2,0.04688428010098811
1,(),3,0,X4,(),4,3,0.02465700898197387
1,(),3,0,X4,(),4,4,0.0406385975350424
1,(),4,0,X5,(),0,0,0.05559879135275603
1,(),4,0,X5,(),0,1,0.02741250477313717
1,(),4,0,X5,(),0,2,0.047786711035016416
1,(),4,0,X5,(),0,3,0.03421797842917362
1,(),4,0,X5,(),0,4,0.049684419881054764
1,(),4,0,X5,(),1,0,0.06353529635525967
1,(),4,0,X5,(),1,1,0.05194787090275976
1,(),4,0,X5,(),1,2,0.02717789950704963
1,(),4,0,X5,(),1,3,0.05328553634507405
1,(),4,0,X5,(),1,4,0.03946590881252987
1,(),4,0,X5,(),2,0,0.039255085871120476
1,(),4,0,X5,(),2,1,0.06901076049270827
1,(),4,0,X5,(),2,2,0.04881329899765707
1,(),4,0,X5,(),2,3,0.05190053241611925
1,(),4,0,X5,(),2,4,0.045066108966509866
1,(),4,0,X5,(),3,0,0.037896775614419065
1,(),4,0,X5,(),3,1,0.05676932858721084
1,(),4,0,X5,(),3,2,0.03928015093257908
1,(),4,0,X5,(),3,3,0.06440668293683949
1,(),4,0,X5,(),3,4,0.036938482029805875
1,(),4,0,X5,(),4,0,0.04825690675751004
1,(),4,0,X5,(),4,1,0.04205599730100129
1,(),4,0,X5,(),4,2,0.053866347445937435
1,(),4,0,X5,(),4,3,0.06502053720692824
1,(),4,0,X5,(),4,4,0.030572525542026274
1,(),5,0,X6,(),0,0,0.020428988938338555
1,(),5,0,X6,(),0,1,0.002595649312904791
1,(),5,0,X6,(),0,2,-0.0011661131050523244
1,(),5,0,X6,(),0,3,-0.014095447801519057
1,(),5,0,X6,(),0,4,0.0007251579681335496
1,(),5,0,X6,(),1,0,-0.02968290918120209
1,(),5,0,X6,(),1,1,0.003800923692096947
1,(),5,0,X6,(),1,2,0.012978185745907367
1,(),5,0,X6,(),1,3,-0.011360992525908165
1,(),5,0,X6,(),1,4,-0.018398221208680177
1,(),5,0,X6,(),2,0,0.01243414821760791
1,(),5,0,X6,(),2,1,0.02273939022013105
